timestamp,hour,day_of_week,month,consumption_kwh
2025-01-08 17:00:00,17,2,1,6.535600197636837
2025-01-08 18:00:00,18,2,1,6.0775236174832
2025-01-08 19:00:00,19,2,1,5.470868434937251
2025-01-08 20:00:00,20,2,1,4.773053945118856
2025-01-08 21:00:00,21,2,1,4.144061110125654
2025-01-08 22:00:00,22,2,1,4.260733847393371
2025-01-08 23:00:00,23,2,1,1.5435214120527312
2025-01-09 00:00:00,0,3,1,1.136748758218479
2025-01-09 01:00:00,1,3,1,0.5017044885152048
2025-01-09 02:00:00,2,3,1,1.1203836309068702
2025-01-09 03:00:00,3,3,1,1.3550888462148767
2025-01-09 04:00:00,4,3,1,1.0857968537397253
2025-01-09 05:00:00,5,3,1,1.8114900423782112
2025-01-09 06:00:00,6,3,1,4.1350549197246185
2025-01-09 07:00:00,7,3,1,4.042811880867751
2025-01-09 08:00:00,8,3,1,5.031343511793095
2025-01-09 09:00:00,9,3,1,5.474313810547294
2025-01-09 10:00:00,10,3,1,3.993880669049932
2025-01-09 11:00:00,11,3,1,4.220558926490619
2025-01-09 12:00:00,12,3,1,3.3978209922507663
2025-01-09 13:00:00,13,3,1,3.6248699840339507
2025-01-09 14:00:00,14,3,1,4.154902846317066
2025-01-09 15:00:00,15,3,1,4.004552486041542
2025-01-09 16:00:00,16,3,1,3.7666792463022407
2025-01-09 17:00:00,17,3,1,7.791092596261889
2025-01-09 18:00:00,18,3,1,6.116584771931048
2025-01-09 19:00:00,19,3,1,5.954226256072239
2025-01-09 20:00:00,20,3,1,5.493372137743499
2025-01-09 21:00:00,21,3,1,5.010556500522319
2025-01-09 22:00:00,22,3,1,4.313232130364041
2025-01-09 23:00:00,23,3,1,1.5045495825206492
2025-01-10 00:00:00,0,4,1,0.7419811747513687
2025-01-10 01:00:00,1,4,1,0.9052725573039965
2025-01-10 02:00:00,2,4,1,0.8569658414347561
2025-01-10 03:00:00,3,4,1,1.233711550077871
2025-01-10 04:00:00,4,4,1,2.365203254889582
2025-01-10 05:00:00,5,4,1,1.0030939229633007
2025-01-10 06:00:00,6,4,1,4.386275508496023
2025-01-10 07:00:00,7,4,1,3.8549136515241393
2025-01-10 08:00:00,8,4,1,4.699455821338008
2025-01-10 09:00:00,9,4,1,5.6855802387869465
2025-01-10 10:00:00,10,4,1,3.5863721794180066
2025-01-10 11:00:00,11,4,1,3.3679401945049356
2025-01-10 12:00:00,12,4,1,3.6627672557296154
2025-01-10 13:00:00,13,4,1,4.27183909957387
2025-01-10 14:00:00,14,4,1,3.656742086746748
2025-01-10 15:00:00,15,4,1,3.885621541509448
2025-01-10 16:00:00,16,4,1,3.578888907741347
2025-01-10 17:00:00,17,4,1,5.9893598609576735
2025-01-10 18:00:00,18,4,1,6.745806203383912
2025-01-10 19:00:00,19,4,1,5.753567608927204
2025-01-10 20:00:00,20,4,1,4.301714397683176
2025-01-10 21:00:00,21,4,1,4.8245817259077715
2025-01-10 22:00:00,22,4,1,4.174625242312824
2025-01-10 23:00:00,23,4,1,1.5419352282418317
2025-01-11 00:00:00,0,5,1,1.5341029651933171
2025-01-11 01:00:00,1,5,1,1.7541054234132405
2025-01-11 02:00:00,2,5,1,2.0531061721585804
2025-01-11 03:00:00,3,5,1,2.3472639719913904
2025-01-11 04:00:00,4,5,1,1.7592212653978683
2025-01-11 05:00:00,5,5,1,2.4161995056636205
2025-01-11 06:00:00,6,5,1,4.7217933078818355
2025-01-11 07:00:00,7,5,1,5.038668306970515
2025-01-11 08:00:00,8,5,1,6.39441026376622
2025-01-11 09:00:00,9,5,1,6.2119926843843825
2025-01-11 10:00:00,10,5,1,3.8563065900458033
2025-01-11 11:00:00,11,5,1,4.9661828844985685
2025-01-11 12:00:00,12,5,1,5.597751218238656
2025-01-11 13:00:00,13,5,1,5.212986104220459
2025-01-11 14:00:00,14,5,1,4.141140753051997
2025-01-11 15:00:00,15,5,1,4.405344476530157
2025-01-11 16:00:00,16,5,1,4.867424631454471
2025-01-11 17:00:00,17,5,1,6.766932213752487
2025-01-11 18:00:00,18,5,1,6.865756338912273
2025-01-11 19:00:00,19,5,1,6.609853621371735
2025-01-11 20:00:00,20,5,1,5.540999243714985
2025-01-11 21:00:00,21,5,1,5.52618985757528
2025-01-11 22:00:00,22,5,1,3.9428328921925497
2025-01-11 23:00:00,23,5,1,1.5912068377896262
2025-01-12 00:00:00,0,6,1,1.7500840000091333
2025-01-12 01:00:00,1,6,1,1.3008867272140603
2025-01-12 02:00:00,2,6,1,2.5040757821390516
2025-01-12 03:00:00,3,6,1,1.4289053431390886
2025-01-12 04:00:00,4,6,1,2.063322033541385
2025-01-12 05:00:00,5,6,1,2.6022962309144364
2025-01-12 06:00:00,6,6,1,5.488280747972665
2025-01-12 07:00:00,7,6,1,4.725655139528224
2025-01-12 08:00:00,8,6,1,6.153494068515765
2025-01-12 09:00:00,9,6,1,6.0540932244078345
2025-01-12 10:00:00,10,6,1,3.9680567113606413
2025-01-12 11:00:00,11,6,1,4.783879495381966
2025-01-12 12:00:00,12,6,1,4.82851261766299
2025-01-12 13:00:00,13,6,1,4.559913249136482
2025-01-12 14:00:00,14,6,1,4.77680957342961
2025-01-12 15:00:00,15,6,1,4.444912666931954
2025-01-12 16:00:00,16,6,1,4.406067109880321
2025-01-12 17:00:00,17,6,1,7.314852269808418
2025-01-12 18:00:00,18,6,1,7.322635294111922
2025-01-12 19:00:00,19,6,1,5.80487380046926
2025-01-12 20:00:00,20,6,1,6.764984782208725
2025-01-12 21:00:00,21,6,1,4.769164880190999
2025-01-12 22:00:00,22,6,1,5.178625790205945
2025-01-12 23:00:00,23,6,1,2.236288776917173
2025-01-13 00:00:00,0,0,1,1.1635080076604105
2025-01-13 01:00:00,1,0,1,0.7509201920717625
2025-01-13 02:00:00,2,0,1,0.9678623604234874
2025-01-13 03:00:00,3,0,1,1.003761520459809
2025-01-13 04:00:00,4,0,1,1.2035939254424939
2025-01-13 05:00:00,5,0,1,2.08984083880841
2025-01-13 06:00:00,6,0,1,4.254577626732237
2025-01-13 07:00:00,7,0,1,4.222836161895739
2025-01-13 08:00:00,8,0,1,5.248068517827082
2025-01-13 09:00:00,9,0,1,5.372919808350644
2025-01-13 10:00:00,10,0,1,3.8858050193154057
2025-01-13 11:00:00,11,0,1,4.050889642446103
2025-01-13 12:00:00,12,0,1,3.6172907350647736
2025-01-13 13:00:00,13,0,1,3.775927583921212
2025-01-13 14:00:00,14,0,1,4.247806181482908
2025-01-13 15:00:00,15,0,1,4.043186211850044
2025-01-13 16:00:00,16,0,1,3.5522995341941623
2025-01-13 17:00:00,17,0,1,6.296930953323513
2025-01-13 18:00:00,18,0,1,6.399294525969151
2025-01-13 19:00:00,19,0,1,5.263371444465668
2025-01-13 20:00:00,20,0,1,5.330610384814234
2025-01-13 21:00:00,21,0,1,4.669122939026442
2025-01-13 22:00:00,22,0,1,4.352267346929291
2025-01-13 23:00:00,23,0,1,1.6404726351182184
2025-01-14 00:00:00,0,1,1,1.3812778001616095
2025-01-14 01:00:00,1,1,1,1.3254038544002555
2025-01-14 02:00:00,2,1,1,1.573302783428129
2025-01-14 03:00:00,3,1,1,1.2093634309764456
2025-01-14 04:00:00,4,1,1,1.7121210167381642
2025-01-14 05:00:00,5,1,1,1.6258932973626177
2025-01-14 06:00:00,6,1,1,4.241437973341595
2025-01-14 07:00:00,7,1,1,4.447942778252926
2025-01-14 08:00:00,8,1,1,4.927026953650869
2025-01-14 09:00:00,9,1,1,5.488062810174766
2025-01-14 10:00:00,10,1,1,3.2333718984864324
2025-01-14 11:00:00,11,1,1,4.6359930159508425
2025-01-14 12:00:00,12,1,1,3.5464817868337217
2025-01-14 13:00:00,13,1,1,3.514324554884907
2025-01-14 14:00:00,14,1,1,4.412133088833629
2025-01-14 15:00:00,15,1,1,4.115703183261832
2025-01-14 16:00:00,16,1,1,3.8103080986006836
2025-01-14 17:00:00,17,1,1,6.501338203705712
2025-01-14 18:00:00,18,1,1,5.883329858515015
2025-01-14 19:00:00,19,1,1,5.141098251405667
2025-01-14 20:00:00,20,1,1,5.142093255623709
2025-01-14 21:00:00,21,1,1,4.479135315395156
2025-01-14 22:00:00,22,1,1,4.829387721587279
2025-01-14 23:00:00,23,1,1,1.1421389417224868
2025-01-15 00:00:00,0,2,1,0.7209123818493928
2025-01-15 01:00:00,1,2,1,0.8714456633388026
2025-01-15 02:00:00,2,2,1,1.2162838422766473
2025-01-15 03:00:00,3,2,1,0.9754720732017521
2025-01-15 04:00:00,4,2,1,1.110451669993606
2025-01-15 05:00:00,5,2,1,1.847474884596765
2025-01-15 06:00:00,6,2,1,4.209758060789707
2025-01-15 07:00:00,7,2,1,4.297222729851548
2025-01-15 08:00:00,8,2,1,4.699813245406452
2025-01-15 09:00:00,9,2,1,5.342819974943055
2025-01-15 10:00:00,10,2,1,2.9814264351808917
2025-01-15 11:00:00,11,2,1,3.236052595926036
2025-01-15 12:00:00,12,2,1,3.6615110509326283
2025-01-15 13:00:00,13,2,1,3.914621139315261
2025-01-15 14:00:00,14,2,1,4.073251765672804
2025-01-15 15:00:00,15,2,1,4.389180592456479
2025-01-15 16:00:00,16,2,1,3.903724021060629
2025-01-15 17:00:00,17,2,1,6.186024588014629
2025-01-15 18:00:00,18,2,1,5.880622084492706
2025-01-15 19:00:00,19,2,1,5.098988254144876
2025-01-15 20:00:00,20,2,1,5.104366177949262
2025-01-15 21:00:00,21,2,1,4.634536544431945
2025-01-15 22:00:00,22,2,1,4.568427252355415
2025-01-15 23:00:00,23,2,1,0.8700695169024131
2025-01-16 00:00:00,0,3,1,1.2588498662628664
2025-01-16 01:00:00,1,3,1,1.6130955652010313
2025-01-16 02:00:00,2,3,1,1.0076072011836543
2025-01-16 03:00:00,3,3,1,1.3616465831629185
2025-01-16 04:00:00,4,3,1,1.7153974249046235
2025-01-16 05:00:00,5,3,1,1.5895118112456654
2025-01-16 06:00:00,6,3,1,4.201408425070385
2025-01-16 07:00:00,7,3,1,4.505036960312718
2025-01-16 08:00:00,8,3,1,4.927299007073314
2025-01-16 09:00:00,9,3,1,4.940796086457813
2025-01-16 10:00:00,10,3,1,3.5704642414833985
2025-01-16 11:00:00,11,3,1,3.998237422174838
2025-01-16 12:00:00,12,3,1,4.5293461825516195
2025-01-16 13:00:00,13,3,1,4.383708330434083
2025-01-16 14:00:00,14,3,1,4.810161722438226
2025-01-16 15:00:00,15,3,1,3.492099080521438
2025-01-16 16:00:00,16,3,1,3.9095884264680927
2025-01-16 17:00:00,17,3,1,6.323336802295341
2025-01-16 18:00:00,18,3,1,6.764149740940851
2025-01-16 19:00:00,19,3,1,5.1766806858579395
2025-01-16 20:00:00,20,3,1,4.775882695473908
2025-01-16 21:00:00,21,3,1,4.5102429418223915
2025-01-16 22:00:00,22,3,1,3.5897815384962564
2025-01-16 23:00:00,23,3,1,0.9906598856510378
2025-01-17 00:00:00,0,4,1,0.7474581959449182
2025-01-17 01:00:00,1,4,1,1.0601575145904831
2025-01-17 02:00:00,2,4,1,1.1878136508772612
2025-01-17 03:00:00,3,4,1,1.9514302300096964
2025-01-17 04:00:00,4,4,1,1.8195093634945987
2025-01-17 05:00:00,5,4,1,1.5192385377350388
2025-01-17 06:00:00,6,4,1,3.7524055638068754
2025-01-17 07:00:00,7,4,1,4.696767668602602
2025-01-17 08:00:00,8,4,1,4.360135284845525
2025-01-17 09:00:00,9,4,1,5.982583506341742
2025-01-17 10:00:00,10,4,1,4.032436220068337
2025-01-17 11:00:00,11,4,1,3.611367844834776
2025-01-17 12:00:00,12,4,1,3.2636349277972516
2025-01-17 13:00:00,13,4,1,4.541548949666165
2025-01-17 14:00:00,14,4,1,3.9030728013325553
2025-01-17 15:00:00,15,4,1,4.294164630466042
2025-01-17 16:00:00,16,4,1,2.9228891082620745
2025-01-17 17:00:00,17,4,1,6.010249990818491
2025-01-17 18:00:00,18,4,1,5.890326047541055
2025-01-17 19:00:00,19,4,1,5.518792237505897
2025-01-17 20:00:00,20,4,1,4.931745243754521
2025-01-17 21:00:00,21,4,1,4.999139972938999
2025-01-17 22:00:00,22,4,1,4.012291656467141
2025-01-17 23:00:00,23,4,1,1.1440101003148249
2025-01-18 00:00:00,0,5,1,1.899229513251157
2025-01-18 01:00:00,1,5,1,2.0057755336234995
2025-01-18 02:00:00,2,5,1,2.1357572118019537
2025-01-18 03:00:00,3,5,1,1.5511050575881942
2025-01-18 04:00:00,4,5,1,1.62569415992593
2025-01-18 05:00:00,5,5,1,3.0610707287594034
2025-01-18 06:00:00,6,5,1,5.044697037138055
2025-01-18 07:00:00,7,5,1,5.000605385377378
2025-01-18 08:00:00,8,5,1,6.30868935786279
2025-01-18 09:00:00,9,5,1,6.096269853717144
2025-01-18 10:00:00,10,5,1,4.832379045405352
2025-01-18 11:00:00,11,5,1,4.6260454982407015
2025-01-18 12:00:00,12,5,1,5.573187909386397
2025-01-18 13:00:00,13,5,1,5.502136336977282
2025-01-18 14:00:00,14,5,1,4.649303080041973
2025-01-18 15:00:00,15,5,1,4.9876664860584
2025-01-18 16:00:00,16,5,1,4.618810551613881
2025-01-18 17:00:00,17,5,1,7.5974526230129396
2025-01-18 18:00:00,18,5,1,6.302259183421739
2025-01-18 19:00:00,19,5,1,6.574420583999376
2025-01-18 20:00:00,20,5,1,6.335141227086053
2025-01-18 21:00:00,21,5,1,4.8465042054307546
2025-01-18 22:00:00,22,5,1,4.766036423153869
2025-01-18 23:00:00,23,5,1,1.185269023219302
2025-01-19 00:00:00,0,6,1,1.7433485267885744
2025-01-19 01:00:00,1,6,1,2.087016902318385
2025-01-19 02:00:00,2,6,1,2.4520540814048086
2025-01-19 03:00:00,3,6,1,2.030599806491252
2025-01-19 04:00:00,4,6,1,2.890786046448696
2025-01-19 05:00:00,5,6,1,1.997959416714043
2025-01-19 06:00:00,6,6,1,4.2304184566041565
2025-01-19 07:00:00,7,6,1,5.277780920441352
2025-01-19 08:00:00,8,6,1,5.841854747229505
2025-01-19 09:00:00,9,6,1,6.036922100762363
2025-01-19 10:00:00,10,6,1,3.533683331763871
2025-01-19 11:00:00,11,6,1,4.563390089871542
2025-01-19 12:00:00,12,6,1,4.227100939231661
2025-01-19 13:00:00,13,6,1,5.067869019532015
2025-01-19 14:00:00,14,6,1,4.895528037872341
2025-01-19 15:00:00,15,6,1,4.223086191145716
2025-01-19 16:00:00,16,6,1,4.155113404845144
2025-01-19 17:00:00,17,6,1,6.6263145912444195
2025-01-19 18:00:00,18,6,1,6.663156928744512
2025-01-19 19:00:00,19,6,1,6.682056928200495
2025-01-19 20:00:00,20,6,1,5.5174810138120005
2025-01-19 21:00:00,21,6,1,5.7516186062071375
2025-01-19 22:00:00,22,6,1,5.027236780871203
2025-01-19 23:00:00,23,6,1,1.6838127614184046
2025-01-20 00:00:00,0,0,1,1.0082991165845743
2025-01-20 01:00:00,1,0,1,0.5859030710322504
2025-01-20 02:00:00,2,0,1,0.8296515384275247
2025-01-20 03:00:00,3,0,1,0.7218107372878027
2025-01-20 04:00:00,4,0,1,2.2252298813867344
2025-01-20 05:00:00,5,0,1,1.7641054207886915
2025-01-20 06:00:00,6,0,1,3.831881229149184
2025-01-20 07:00:00,7,0,1,4.585591964293688
2025-01-20 08:00:00,8,0,1,4.843297347777449
2025-01-20 09:00:00,9,0,1,5.161612160186711
2025-01-20 10:00:00,10,0,1,3.8063268517971913
2025-01-20 11:00:00,11,0,1,4.10204118969558
2025-01-20 12:00:00,12,0,1,3.7366882803893917
2025-01-20 13:00:00,13,0,1,3.769672703742128
2025-01-20 14:00:00,14,0,1,3.838868060572945
2025-01-20 15:00:00,15,0,1,2.878269639782424
2025-01-20 16:00:00,16,0,1,2.9545837469004006
2025-01-20 17:00:00,17,0,1,6.79674970697781
2025-01-20 18:00:00,18,0,1,6.546215653054295
2025-01-20 19:00:00,19,0,1,5.400385584177449
2025-01-20 20:00:00,20,0,1,5.342394217568525
2025-01-20 21:00:00,21,0,1,4.874500061817415
2025-01-20 22:00:00,22,0,1,5.670892151602274
2025-01-20 23:00:00,23,0,1,1.648791858897173
2025-01-21 00:00:00,0,1,1,0.9999442239740909
2025-01-21 01:00:00,1,1,1,0.6177838237598297
2025-01-21 02:00:00,2,1,1,0.4085327324633684
2025-01-21 03:00:00,3,1,1,1.2823473486702313
2025-01-21 04:00:00,4,1,1,1.1367995301064573
2025-01-21 05:00:00,5,1,1,1.1810985161609304
2025-01-21 06:00:00,6,1,1,3.8531422786492078
2025-01-21 07:00:00,7,1,1,4.067380798554242
2025-01-21 08:00:00,8,1,1,5.563085221682807
2025-01-21 09:00:00,9,1,1,5.60265590277978
2025-01-21 10:00:00,10,1,1,3.5574711152531746
2025-01-21 11:00:00,11,1,1,4.391015761232668
2025-01-21 12:00:00,12,1,1,3.97983606249265
2025-01-21 13:00:00,13,1,1,3.6554863194686944
2025-01-21 14:00:00,14,1,1,4.5581383703414655
2025-01-21 15:00:00,15,1,1,4.014602123150522
2025-01-21 16:00:00,16,1,1,3.1457617100492388
2025-01-21 17:00:00,17,1,1,6.173864528766557
2025-01-21 18:00:00,18,1,1,5.537981266299878
2025-01-21 19:00:00,19,1,1,4.946880107614265
2025-01-21 20:00:00,20,1,1,5.482242451358875
2025-01-21 21:00:00,21,1,1,5.513766656188052
2025-01-21 22:00:00,22,1,1,3.8799127986925224
2025-01-21 23:00:00,23,1,1,1.4261495889995706
2025-01-22 00:00:00,0,2,1,0.7908542329176667
2025-01-22 01:00:00,1,2,1,0.8051498464941216
2025-01-22 02:00:00,2,2,1,0.8141536908708498
2025-01-22 03:00:00,3,2,1,0.8553655864514156
2025-01-22 04:00:00,4,2,1,1.4587484793981094
